"","name","genre","year","numOfSegments","numOfActs","numOfSpeakers","yearWritten","yearPremiered","yearPrinted","size","averageClustering","density","averagePathLength","averageDegree","diameter","maxDegree","nodes","numConnectedComponents","maxDegreeIds","wikipediaLinkCount"
"31","fonvizin-nedorosl","comedy",1782,40,5,15,1781,1782,1783,15,0.851616161616162,0.657142857142857,1.37142857142857,9.2,3,12,"57110.82352941176470580.285910866351951730.0477498691784406129100.77777777777777780.278843206608613170.0025946275946275955890.73684210526315790.237128210911669160.0287807430664573561110.82352941176470580.299590536783728660.007173382173382173430.51851851851851850.079412529576129020.00122100122100122183120.8750.306550495162378870.059502005930577361590.73684210526315790.2357584933190930.03087388801674516347110.82352941176470580.299590536783728660.007173382173382173220.50.058432758147790750330.51851851851851850.07954581619541798088120.8750.30470301414338390.0731074481074481129100.77777777777777780.278843206608613170.00259462759462759555120.8750.30470301414338390.0731074481074481167120.8750.30653862862711620.05217599860457003452110.82352941176470580.285922732887214370.042517006802721094",1,"several characters",5
"32","fonvizin-vybor-guvernera","comedy",1790,14,3,12,NA,NA,1790,12,0.870707070707071,0.606060606060606,1.39393939393939,6.66666666666667,2,11,"660.68750.27204834373893120271110.39813500796928460.1545454545454545550.64705882352941180.225898360945496560660.68750.27204834373893120271110.39813500796928460.1545454545454545261110.39813500796928460.1545454545454545330.57894736842105270.16161561275945790550.64705882352941180.225898360945496560640.61111111111111120.19533203436449670660.68750.27204834373893120660.68750.272048343738931201760.68750.249178634861014080.00909090909090909",1,"knjaginja|knjaz|seum",0
"33","glinka-velzen","tragedy",1810,40,5,22,1808,NA,1810,22,0.648268398268398,0.220779220779221,1.92640692640693,4.63636363636364,3,15,"320.46666666666666670.096928783189801690110.38888888888888890.043421960486575640220.46666666666666670.104059986462719090440.50.1799523050925196401050.55263157894736850.223915034304876220.00515873015873015925150.77777777777777780.450735841025827140.3337301587301588860.58333333333333340.271559596289882850.009523809523809523440.55263157894736850.209353235270720440980.61764705882352940.299854150079219060.1119047619047619330.47727272727272730.121680602470192160110.446808510638297850.0613357688057900501480.60.26786142177243830.0718253968253968227150.77777777777777780.423562504707537260.431746031746031661160.58333333333333340.245790289218850130.026984126984126992110.446808510638297850.061335768805790050220.456521739130434760.100937330221932350830.50.13255015652791740330.5250.148045223704263760330.5250.148045223704263760110.446808510638297850.061335768805790050330.47727272727272730.121680602470192160960.58333333333333340.246297283712913980.028174603174603175",1,"inslar|velzen",0
"34","gogol-igroki","",1842,25,0,9,1842,1843,1842,9,0.864285714285714,0.694444444444444,1.30555555555556,5.55555555555556,2,8,"2870.88888888888888880.389236309308481240.0547619047619047553860.80.36170156951805290.0071428571428571431150.72727272727272730.31694746246592265036810.40751949817015490.179761904761904731170.88888888888888880.38923630930848120.054761904761904755330.61538461538461540.1949998427392300402570.88888888888888880.379984758379726560.09642857142857143850.72727272727272730.316947462465922650220.57142857142857140.129480813461874430",1,"shvohnev",5
"35","gogol-lakeiskaja","",1842,8,0,9,1840,NA,1842,9,0.507936507936508,0.361111111111111,1.80555555555556,2.88888888888889,3,7,"220.53333333333333330.261268238110269830110.50.1464700371308055601270.88888888888888880.54993445554001360.7142857142857142330.57142857142857140.376066439089734140220.57142857142857140.157653626619053330.25220.53333333333333330.261268238110269830740.61538461538461540.431017769002747240.03571428571428571840.61538461538461540.431017769002747240.03571428571428571110.380952380952380930.041990134011884070",1,"Grigorij",2
"36","gogol-otryvok","",1842,2,0,4,1842,NA,1842,4,0.583333333333333,0.666666666666667,1.33333333333333,2,2,3,"3310.61162892577235170.6666666666666666220.750.52272053685693380110.60.281844882611972770220.750.52272053685693380",1,"MarjaAleksandrovna",2
"37","gogol-revizor","comedy",1836,53,5,31,1835,1836,1836,31,0.82337558520779,0.494623655913978,1.51954022988506,14.8387096774194,3,26,"31180.70731707317073170.21316888660889116041200.74358974358974360.22356463231027480.00686274509803921684260.906250.241823603117200550.12646028526353068870.56862745098039210.050848843659298360.002839756592292089440.53703703703703710.0358705664446038501390.55769230769230770.103348558446655960550.54716981132075470.0477192341872652901190.55769230769230770.103348558446655960110.39189189189189190.003589840499167877054210.76315789473684210.23046261871962980.01012943108277793724120.63043478260869570.067784013215409930.0834527834122154461210.76315789473684210.23046261871962980.01012943108277793762220.80555555555555560.228433715536544120.0401149425287356333180.70731707317073170.21316888660889116035210.76315789473684210.23046261871962980.01012943108277793731180.70731707317073170.21316888660889116020180.70731707317073170.21316888660889116020180.70731707317073170.213168886608891160850.52727272727272720.02719733034965385049170.70731707317073170.137149682736307150.0600315528510254700000850.52727272727272720.02719733034965385029240.85294117647058820.230573682069488470.1102659454586432756210.78378378378378380.225876215858732630.02873563218390805530.52727272727272720.02365973903558658059210.76315789473684210.23046261871962980.01012943108277793718180.70731707317073170.21316888660889116033180.70731707317073170.21316888660889116055210.76315789473684210.23046261871962980.01012943108277793763210.76315789473684210.23046261871962980.01012943108277793733180.70731707317073170.213168886608891160",2,"gorodnichij",34
"38","gogol-teatralnyi-razezd","",1842,37,0,99,1842,NA,1842,99,0.674074074074074,0.0643166357452072,1.04037267080745,6.3030303030303,3,19,"1117.752243164750952E-220101010.00000775224316475094704413.329563086324488E-120191910.2236067976760689702215.080510080451184E-170330.62.0259148776204485E-1302215.080510080451184E-170550.85714285714285712.742868915690672E-130.00189354092152324831117.752243164750952E-220191910.2236067976760689701117.752243164750952E-2202215.080510080451184E-170101010.00000775224316475094703313.337086486371911E-140191910.2236067976760689701117.752243164750952E-2201117.752243164750952E-220191910.2236067976760689704313.337086486371911E-140101010.0000077522431647509470101010.00000775224316475094703313.337086486371911E-140191910.223606797676068970191910.223606797676068970101010.0000077522431647509470000002215.080510080451184E-1702215.080510080451184E-1703313.337086486371911E-1404413.329563086324488E-1201117.752243164750952E-220330.62.0259148776204485E-1304413.329563086324488E-1202215.080510080451184E-1701117.752243164750952E-220191910.223606797676068970000001117.752243164750952E-220101010.00000775224316475094701117.752243164750952E-2200000000000000003313.337086486371911E-140101010.0000077522431647509470220.461538461538461569.307658349807069E-140101010.00000775224316475094704413.329563086324488E-1202215.080510080451184E-1704413.329563086324488E-1201117.752243164750952E-2201117.752243164750952E-2202215.080510080451184E-170191910.223606797676068970330.62.0259148776204485E-130530.66666666666666661.5607859856341174E-130.00042078687144961075191910.223606797676068970191910.223606797676068970191910.2236067976760689701117.752243164750952E-220191910.2236067976760689701117.752243164750952E-2204413.329563086324488E-1201117.752243164750952E-220101010.0000077522431647509470191910.2236067976760689701117.752243164750952E-2204313.337086486371911E-140191910.223606797676068970191910.2236067976760689701117.752243164750952E-2202215.080510080451184E-170191910.2236067976760689701117.752243164750952E-220101010.00000775224316475094704413.329563086324488E-1202215.080510080451184E-170530.66666666666666661.5607859856341174E-130.000420786871449610753313.337086486371911E-140191910.2236067976760689701117.752243164750952E-2201117.752243164750952E-2201117.752243164750952E-2201117.752243164750952E-2203313.337086486371911E-1401117.752243164750952E-2204413.329563086324488E-120101010.00000775224316475094704413.329563086324488E-120000001117.752243164750952E-2204413.329563086324488E-120191910.223606797676068970191910.2236067976760689702215.080510080451184E-1702215.080510080451184E-170191910.2236067976760689701117.752243164750952E-22000000",30,"several characters",0
"39","gogol-tjazhba","",1842,4,0,3,1836,1844,1842,3,0,0.666666666666667,1.33333333333333,1.33333333333333,2,2,"110.666666666666666602211110.66666666666666660",1,"proletov",2
"40","gogol-utro-delovogo-cheloveka","",1836,5,0,5,1836,NA,1836,5,0.433333333333333,0.5,1.5,2,2,4,"220.66666666666666660.473485898500000830420.66666666666666660.4734858985000008306410.63585622187918760.8333333333333333110.57142857142857140.271393692760921960110.57142857142857140.271393692760921960",1,"ivan_petrovich",2
"41","gogol-zhenitba","comedy",1842,46,2,12,1835,1842,1842,12,0.734457671957672,0.636363636363636,1.42424242424242,7,3,9,"110.47826086956521740.03592006522984387403890.84615384615384610.34176694760023570.032337662337662343290.84615384615384610.34176694760023560.032337662337662345290.84615384615384610.34176694760023570.032337662337662342980.78571428571428570.319379956805562640.00779220779220779053380.78571428571428570.31937995680556260.00779220779220779052380.68750.30976433915237390.0109090909090909083890.84615384615384610.34176694760023560.032337662337662342790.84615384615384610.29343096805685810.34545454545454546410.47826086956521740.03592006522984387401380.78571428571428570.319379956805562640.0077922077922077905650.57894736842105270.205267052122784070",1,"several characters",10
"42","gorky-egor-bulychov-i-drugie","",1932,75,3,22,1931,1932,1932,22,0.777560533643421,0.41991341991342,1.62337662337662,8.81818181818182,3,17,"50150.77777777777777780.31015642794820020.0423904006046863242130.72413793103448280.267665952899608650.1104799697656840619110.67741935483870960.249095381850055920.00957482993197279440.5250.0930031878167373022120.70.27628120943451850.009210128495842783330.5250.074475888114716550110.428571428571428550.023556632454230144071170.840.313070189495538940.163977702191987932080.61764705882352940.192589654158996180.00112433862433862431190.61764705882352940.217540647939871460.001804610733182161823110.67741935483870960.24704022459833180.0154100529100529128140.750.26593369847200810.09104308390022678750.55263157894736850.12111287045423672051140.750.261910800248511270.0841836734693877847170.840.31840236015201730.12985071806500378220.51219512195121950.05095657649565056016100.63636363636363640.225389046320206120.009854497354497354740.53846153846153840.105920237618775630220.50.050602477599197880320.50.05557415341511439502780.61764705882352940.191752602052090520.001738473167044595724120.70.27049950594290360.01507180650037793",1,"shura|bulychov",1
"43","gorky-na-dne","",1902,4,4,17,1902,1902,1903,17,1,1,1,16,1,16,"271610.2425356250363330421610.2425356250363330391610.2425356250363330521610.2425356250363330421610.2425356250363330521610.2425356250363330391610.2425356250363330421610.2425356250363330421610.2425356250363330521610.2425356250363330521610.2425356250363330521610.2425356250363330521610.2425356250363330391610.2425356250363330381610.2425356250363330381610.2425356250363330421610.2425356250363330",1,"several characters",12
"44","griboyedov-gore-ot-uma","",1825,60,4,31,1824,NA,1825,31,0.800914777913376,0.436559139784946,1.57389162561576,13.0967741935484,3,23,"27180.73684210526315790.2206348786446405402650.5090909090909090.06164301850153377035190.75675675675675680.227668471208765770.0024904214559386974320.48275862068965520.024884819534643277036190.75675675675675680.22186605435722990.029885057471264364220.46666666666666670.0129133526668610360.00229885057471264345190.75675675675675680.227668471208765770.002490421455938697443200.77777777777777780.228337821834174560.06015325670498085440200.77777777777777780.223254322232453030.057471264367816090000035190.75675675675675680.227668471208765770.0024904214559386974330.459016393442622960.025527807553922770330.459016393442622960.025527807553922770220.47457627118644070.02484890468442713035190.75675675675675680.227668471208765770.002490421455938697423190.75675675675675680.22186605435722990.02988505747126436463230.84848484848484850.234413902526561520.117203065134099630000035190.75675675675675680.227668471208765770.0024904214559386974220.44444444444444440.023997091219523148059210.80.225737058035847980.0926819923371647615120.58333333333333340.137094483871020660.0126436781609195435190.75675675675675680.227668471208765770.002490421455938697443200.77777777777777780.22507262852681630.03463601532567048220.47457627118644070.020091024115957163042190.75675675675675680.227668471208765770.002490421455938697440200.77777777777777780.230831250426495130.01183908045977011635190.75675675675675680.227668471208765770.0024904214559386974220.459016393442622960.0130469708117800350.001340996168582375635200.77777777777777780.223254322232453030.0574712643678160942190.75675675675675680.223797657862369940.0081992337164751",3,"chatskij",11
"45","gumilyov-akteon","",1913,8,0,15,1913,NA,1913,15,0.927179487179487,0.39047619047619,1.6952380952381,5.46666666666667,3,13,"440.424242424242424250.102941974885249050330.53846153846153840.10393916951229550660.60869565217391310.32636544260881930960.60869565217391310.32636544260881930860.60869565217391310.32636544260881930850.60869565217391310.16475426669223210.027472527472527476850.60869565217391310.16475426669223210.027472527472527476330.53846153846153840.10393916951229550660.60869565217391310.32636544260881930330.53846153846153840.10393916951229550660.60869565217391310.32636544260881930850.60869565217391310.16475426669223210.027472527472527476850.60869565217391310.16475426669223210.02747252747252747613130.93333333333333330.45752662281152990.6923076923076924960.60869565217391310.32636544260881930",1,"Akteon",0
"46","gumilyov-ditja-allaha","",1917,3,0,20,1916,1922,1917,20,0.90546052631579,0.557894736842105,1.44210526315789,10.6,2,19,"13100.67857142857142860.151441167833680420.017543859649122806660.593750.09757006373786696011110.70370370370370370.25123725717165680770.61290322580645160.12861414393385406018160.86363636363636360.30494745314162570.08771929824561406241910.3277744770414520.1842105263157894411110.70370370370370370.2512372571716568011110.70370370370370370.2512372571716568011110.70370370370370370.2512372571716568011110.70370370370370370.25123725717165680770.61290322580645160.128614143933854060770.61290322580645160.128614143933854060660.593750.09757006373786696011110.70370370370370370.2512372571716568013100.67857142857142860.151441167833680420.01754385964912280611110.70370370370370370.25123725717165680241910.3277744770414520.1842105263157894411110.70370370370370370.2512372571716568011110.70370370370370370.25123725717165680660.593750.097570063737866960",1,"Dervish|Peri",1
"47","gumilyov-don-zhuan-v-egipte","",1911,3,0,4,1911,1913,1911,4,1,1,1,3,1,3,"4310.503310.504310.503310.50",1,"several characters",0
"48","gumilyov-gondla","",1917,20,4,8,1916,1920,1917,8,1,1,1,7,1,7,"26710.35355339059327373028710.35355339059327373048710.35355339059327373046710.35355339059327373038710.35355339059327373048710.35355339059327373044710.35355339059327373024710.353553390593273730",1,"several characters",1
"49","kapnist-antigona","tragedy",1814,26,5,7,NA,1814,1849,7,0.561904761904762,0.476190476190476,1.52380952380952,2.85714285714286,2,6,"14610.54667267943211570.6666666666666666630.66666666666666660.411424106901867370110.54545454545454540.1567438217588790830.66666666666666660.411424106901867370620.60.29345866299986020210.54545454545454540.15674382175887901740.750.47681668581719020.06666666666666667",1,"ehmon",0
"50","kapnist-yabeda","comedy",1798,41,5,15,1798,1798,1798,15,0.888578088578089,0.838095238095238,1.17142857142857,11.7333333333333,3,13,"51130.93333333333333330.276768873463412450.00541680541680541817100.77777777777777780.22028200940065837031110.77777777777777780.24113379128266632069130.93333333333333330.276768873463412450.00541680541680541878130.93333333333333330.276768873463412450.00541680541680541833130.93333333333333330.276768873463412450.005416805416805418114130.93333333333333330.276768873463412450.00541680541680541884130.93333333333333330.276768873463412450.00541680541680541884130.93333333333333330.276768873463412450.00541680541680541874130.93333333333333330.276768873463412450.00541680541680541850130.93333333333333330.26043982785572820.14505494505494507110.50.020851545985539496068130.93333333333333330.276768873463412450.00541680541680541863120.8750.260439586342677170.00199800199800199861120.8750.260439586342677170.001998001998001998",1,"several characters",0
"51","kedrin-rembrandt","",1940,37,6,41,1938,NA,1940,41,0.851479768721408,0.221951219512195,1.97682926829268,8.87804878048781,3,29,"10100.52631578947368420.205118141062277940770.439560439560439550.05884721167237032024120.58823529411764710.18083892758796520.02619810744810746330.48780487804878050.073017308893378790770.439560439560439550.05884721167237032016120.54054054054054060.23154516685848950.003076923076923077660.439560439560439550.049700789111321390950.493827160493827130.086509878139958430.001816239316239315936210.67796610169491520.298613026334349440.2068269230769230721120.58823529411764710.192079873316308570.027329059829059834220.476190476190476160.03870060386056137035180.64516129032258060.21000384092095280.166646825396825485290.78431372549019610.36476222689106660.326336996336996310100.52631578947368420.205118141062277940770.439560439560439550.05884721167237032010100.52631578947368420.205118141062277940320.4494382022471910.0452443518035027202070.5479452054794520.134562652865825250.007693833943833942440.459770114942528730.07870462417529472010100.52631578947368420.205118141062277940770.439560439560439550.058847211672370320770.51282051282051280.106082295697151730660.439560439560439550.049700789111321390660.439560439560439550.049700789111321390660.439560439560439550.049700789111321390770.439560439560439550.058847211672370320330.48780487804878050.051555375199297660430.454545454545454530.057335133576592460.000213675213675213681070.51282051282051280.10608229569715173041190.65573770491803270.305749040526170970.0683989621489621613100.52631578947368420.10192925886728460.04460470085470086970.5479452054794520.153031337138700570.00248015873015873660.439560439560439550.04970078911132139010100.52631578947368420.205118141062277940770.439560439560439550.0588472116723703201070.51282051282051280.106082295697151730430.48780487804878050.05155537519929766010100.52631578947368420.20511814106227794019130.59701492537313430.247272905365926280.01581349206349206435190.60606060606060610.205386738333288020.1294871794871795770.51282051282051280.106082295697151730",1,"rembrandt",0
"52","kheraskov-osvobozhdennaja-moskva","tragedy",1798,47,5,22,NA,1798,1798,22,0.65917945690673,0.25974025974026,2.01298701298701,5.45454545454545,4,12,"110.420.0491306867351842950220.41176470588235290.05567380413456987023110.656250.28817305889900510.2697165532879819330.43750.081996380304165340440.46666666666666670.11781569449787330110.420.049111317381139360220.3750.07447521014237620530.446808510638297850.122336106267724310750.51219512195121950.1513203780699540.0111111111111111131880.55263157894736850.28254846223101180.056507936507936514440.46666666666666670.11781569449787330330.446808510638297850.1308765686662590502890.63636363636363640.33781211716164830.0584013605442176936120.70.37329525389072440.246496598639455751270.53846153846153840.273889643041178970.0112698412698412741680.55263157894736850.28354144361763630.0557596371882086163280.61764705882352940.308867109714508260.03718820861678005990.61764705882352940.253081561283350130.11371882086167802640.50.13500277715474850.01746031746031746330.43750.081996380304165340110.403846153846153850.03791264076324054044120.70.373443822702387850.23665532879818596",1,"knjaz_dimitrij|sofija",0
"53","kheraskov-venecianskaya-monahinya","tragedy",1758,17,3,7,NA,1758,1758,7,0.866666666666667,0.666666666666667,1.33333333333333,4,2,6,"440.750.3926651072019460440.750.392665107201946014610.47199308109587920.23333333333333334520.60.21434481980385087014610.47199308109587920.23333333333333334740.750.3926651072019460420.60.214344819803850870",1,"korans|mirozi",0
"54","khlebnikov-snezhimochka","",1915,4,4,67,1908,NA,1915,67,0.997591872569924,0.352329262777024,1.10971428571429,23.2537313432836,2,35,"32320.92105263157894730.174052762827153870191910.00000304970172712947940191910.00000304970172712947940191910.0000030497017271294794032320.92105263157894730.174052762827153870191910.00000304970172712947940353510.174581695976261720.044755244755244755101014.270038056787172E-120191910.00000304970172712947940101014.270038056787172E-120330.52238805970149250.005818800436097756032320.92105263157894730.174052762827153870191910.00000304970172712947940101014.270038056787172E-12032320.92105263157894730.17405276282715387032320.92105263157894730.174052762827153870191910.00000304970172712947940191910.00000304970172712947940191910.00000304970172712947940330.52238805970149250.005818800436097756032320.92105263157894730.17405276282715387032320.92105263157894730.174052762827153870101014.270038056787172E-120191910.0000030497017271294794032320.92105263157894730.17405276282715387032320.92105263157894730.17405276282715387032320.92105263157894730.174052762827153870191910.00000304970172712947940101014.270038056787172E-120191910.00000304970172712947940101014.270038056787172E-120101014.270038056787172E-120191910.0000030497017271294794032320.92105263157894730.17405276282715387032320.92105263157894730.17405276282715387032320.92105263157894730.174052762827153870101014.270038056787172E-12032320.92105263157894730.17405276282715387032320.92105263157894730.174052762827153870191910.0000030497017271294794032320.92105263157894730.174052762827153870101014.270038056787172E-12032320.92105263157894730.17405276282715387032320.92105263157894730.17405276282715387032320.92105263157894730.174052762827153870191910.0000030497017271294794032320.92105263157894730.17405276282715387032320.92105263157894730.174052762827153870330.52238805970149250.005818800436097756032320.92105263157894730.174052762827153870191910.0000030497017271294794032320.92105263157894730.17405276282715387032320.92105263157894730.174052762827153870101014.270038056787172E-12032320.92105263157894730.17405276282715387032320.92105263157894730.17405276282715387032320.92105263157894730.174052762827153870191910.0000030497017271294794032320.92105263157894730.17405276282715387032320.92105263157894730.17405276282715387032320.92105263157894730.174052762827153870101014.270038056787172E-12032320.92105263157894730.174052762827153870191910.00000304970172712947940191910.0000030497017271294794032320.92105263157894730.174052762827153870191910.00000304970172712947940",3,"snezhak",0
"55","khmelnitsky-govorun","comedy",1817,16,0,12,NA,1817,1817,12,0.85496632996633,0.651515151515151,1.34848484848485,7.16666666666667,2,11,"770.73333333333333330.294720341986190801360.68750.23238446215444170.00909090909090909950.64705882352941180.161708837284120780.027272727272727271190.84615384615384610.347167673163183140.03636363636363636261110.37309227681103880.21818181818181817870.73333333333333330.29472034198619080770.73333333333333330.294720341986190801290.84615384615384610.347167673163183140.03636363636363636870.73333333333333330.29472034198619080220.550.06802616258938933012100.91666666666666660.36541574012213890.08181818181818182960.68750.23238446215444170.00909090909090909",1,"graf",0
"56","khmelnitsky-svetskiy-sluchay","comedy",1826,14,0,6,NA,1826,1829,6,0.9,0.866666666666667,1.13333333333333,4.33333333333333,2,5,"330.71428571428571430.30327458732056845014510.447620555242774830.066666666666666671040.83333333333333340.39174739326381536014510.447620555242774830.066666666666666671340.83333333333333340.39174739326381536018510.447620555242774830.06666666666666667",1,"evgeniya|stolicyn|ramirskij",0
"57","khmelnitsky-vozdushnye-zamki","comedy",1818,20,0,5,NA,1818,1818,5,0.866666666666667,0.8,1.2,3.2,2,4,"15410.51003598848233810.166666666666666661230.80.439042480892813170530.80.43904248089281317016410.51003598848233810.16666666666666666820.66666666666666660.306936444314871160",1,"sasha|alnaskarov",0
"58","khmelnitsky-vzaimnye-ispytaniya","comedy",1829,17,0,4,1826,1829,1829,4,1,1,1,3,1,3,"18310.5011310.5016310.5019310.50",1,"several characters",0
"59","knyazhnin-chudaki","comedy",1793,44,5,14,1790,NA,1793,14,0.838311688311688,0.648351648351648,1.36263736263736,8.42857142857143,3,12,"2790.76470588235294110.2923453763575132302490.76470588235294110.29234537635751323057120.92857142857142860.32668597041169990.118864468864468841050.61904761904761910.14659545873184050.0082417582417582446110.86666666666666670.320263578756219140.0410256410256410261250.61904761904761910.146275858645092040.01434676434676434643110.86666666666666670.312711646183722550.0817765567765567620110.86666666666666670.315744348903591270.0656288156288156246120.92857142857142860.329688227074319940.087423687423687422290.76470588235294110.2923453763575132302090.76470588235294110.292345376357513230220.520.0673729999772018802590.76470588235294110.2923453763575132301040.56521739130434780.098868854582038740.005769230769230769",1,"prolaz|lentjagina",0
"60","knyazhnin-didona","tragedy",1769,35,5,9,1769,1769,1790,9,0.780952380952381,0.472222222222222,1.61111111111111,3.77777777777778,3,7,"2170.88888888888888880.50306150512573510.53571428571428571050.72727272727272730.400669789218155160.25440.66666666666666660.383500179781722240930.57142857142857140.213476964225810920840.66666666666666660.383500179781722240540.66666666666666660.383500179781722240210.44444444444444440.091969753862153310530.57142857142857140.213476964225810920430.57142857142857140.213476964225810920",1,"didona",0
"61","knyazhnin-hvastun","comedy",1785,50,5,11,1785,1785,1786,11,0.92020202020202,0.854545454545454,1.14545454545455,8.54545454545454,2,10,"4290.90909090909090910.3167890498268810.0063492063492063491070.76923076923076930.257730213318930603690.90909090909090910.3167890498268810.006349206349206349840.6250.150234651338929080571010.33205510240748260.039682539682539683480.83333333333333340.290599738703960050461010.33205510240748260.03968253968253968880.83333333333333340.290599738703960050431010.33205510240748260.03968253968253968731010.33205510240748260.039682539682539684790.90909090909090910.3167890498268810.006349206349206349",1,"several characters",0
"62","knyazhnin-olga","tragedy",1772,23,5,7,1772,NA,NA,7,0.852380952380953,0.761904761904762,1.23809523809524,4.57142857142857,2,6,"840.750.350252250317888202550.85714285714285710.407859531355493850.0444444444444444418610.453139196861061470.133333333333333333610.453139196861061470.13333333333333331140.750.33135342461685960.02222222222222222630.66666666666666660.260445713168581501940.750.35025225031788820",1,"olga|svyatoslav",0
"63","knyazhnin-vadim-novgorodskij","",1793,22,5,7,1789,NA,1793,7,0.657142857142857,0.571428571428571,1.47619047619048,3.42857142857143,3,5,"730.66666666666666660.3535653678175893501450.85714285714285710.46149005247623930.35555555555555551140.750.43747192194866430.02222222222222222520.54545454545454540.229114280539995520840.750.41213540571037040.11150.85714285714285710.48411777726591180.18888888888888888210.50.117973773355497640",1,"vadim|ramida",0
"64","kropotov-fomushka","comedy",1790,35,5,10,1785,NA,1790,10,0.944444444444444,0.911111111111111,1.08888888888889,8.2,2,9,"980.90.3143616039686333037910.3359100871230210.0222222222222222227910.3359100871230210.022222222222222223680.90.3143616039686333021910.3359100871230210.022222222222222222780.90.3143616039686333024910.3359100871230210.022222222222222222880.90.31436160396863330650.69230769230769230.20131863958931986019910.3359100871230210.02222222222222222",1,"several characters",0
"65","krylov-amerikantsy","",1788,25,2,10,1788,1800,NA,10,0.840952380952381,0.577777777777778,1.46666666666667,5.2,3,8,"220.50.1239544135631609303580.90.41585587566443820.180555555555555551880.90.41585587566443820.18055555555555555740.64285714285714290.2687720420084852602860.750.34543081833621580.083333333333333333860.750.36645501027176530.013888888888888888330.56250.1701425198856380330.56250.17014251988563803770.81818181818181820.384449744198911040.1252750.69230769230769230.327436084409070070",1,"atsem|elvira",0
"66","krylov-filomela","tragedy",1793,28,5,7,1786,NA,1793,7,0.733333333333333,0.666666666666667,1.33333333333333,4,2,6,"740.750.38637540734529970110.54545454545454540.10280421236938334023610.459962276143948130.37777777777777772350.85714285714285710.44118211803533420.04444444444444444530.66666666666666660.3000179412848661401940.750.386375407345299702650.85714285714285710.44118211803533420.04444444444444444",1,"terej",0
"67","krylov-modnaja-lavka","comedy",1806,41,3,11,NA,1806,1807,11,0.868037518037518,0.654545454545455,1.34545454545455,6.54545454545455,2,10,"320.55555555555555560.104344007748528880301010.38117342083537870.164814814814814832370.76923076923076930.3266976378655060.0037037037037037041870.76923076923076930.3266976378655060.0037037037037037043180.83333333333333340.334121435541695930.0537037037037037052070.76923076923076930.3266976378655060.0037037037037037041140.6250.198055578562901760631010.38117342083537870.164814814814814834880.83333333333333340.350542494635194930.027777777777777781060.71428571428571430.286471554420329840530.58823529411764710.150075970289006770",1,"lestov|masha",1
"68","krylov-pirog","comedy",1801,14,1,9,1801,NA,1869,9,0.714285714285714,0.638888888888889,1.38888888888889,5.11111111111111,3,7,"1960.80.3738590900319150110.50.0632998906014003901660.80.37385909003191502360.80.37385909003191502460.80.37385909003191502370.88888888888888880.382840143991094560.25110.50.0632998906014003701970.88888888888888880.382840143991094560.252260.80.3738590900319150",1,"vanka|vspyshkin",0
"69","krylov-podschipa-ili-trumf","",1800,21,2,8,1800,NA,1859,8,0.928571428571428,0.892857142857143,1.10714285714286,6.25,2,7,"1160.8750.34815521757681855030710.38055833630118050.0357142857142857121710.38055833630118050.0357142857142857123710.38055833630118050.0357142857142857121710.38055833630118050.035714285714285711060.8750.348155217576818501760.8750.34815521757681850740.70.238883327398177360",1,"several characters",0
"70","krylov-prokazniki","comedy",1793,66,5,10,1788,NA,1793,10,1,1,1,9,1,9,"48910.31622776601683794077910.31622776601683794054910.31622776601683794031910.31622776601683794062910.31622776601683794062910.31622776601683794039910.31622776601683794068910.31622776601683794030910.31622776601683794059910.316227766016837940",1,"several characters",0
"71","krylov-sonnyj-poroshok","",1800,23,3,10,1798,1800,1905,10,0.9,0.8,1.2,7.2,2,9,"3060.750.27362748637906010660.750.2736274863790601034910.371068724156073060.06252760.750.273627486379060103460.750.27362748637906010660.750.27362748637906010660.750.2736274863790601016910.371068724156073060.062528910.371068724156073060.062515910.371068724156073060.0625",1,"several characters",0
"72","krylov-urok-dochkam","comedy",1807,18,0,9,NA,1807,1807,9,0.883597883597883,0.722222222222222,1.30555555555556,5.77777777777778,3,7,"4570.88888888888888880.37848697465995780.05952380952380952220.53333333333333330.1174185035048448702870.88888888888888880.369883451674639540.107142857142857144770.88888888888888880.37848697465995780.059523809523809522170.88888888888888880.37848697465995780.059523809523809521360.80.353799022254659603160.80.353799022254659603870.88888888888888880.369883451674639540.10714285714285714330.57142857142857140.18022400819741860",1,"several characters",0
"73","lazhechnikov-okopirovalsya","comedy",1854,30,3,22,NA,1854,1855,22,0.828187335540277,0.372294372294372,1.79220779220779,7.81818181818182,3,17,"15120.67741935483870960.314012521994913360.064036281179138321170.60.134910641094540960.060362811791383225550.53846153846153840.114170681807491330990.56756756756756750.26766523461337650320.50.05685288483012432040170.840.36026778312192590.2740249433106577220.38888888888888890.0255446678779474440850.55263157894736850.079086933806298580.014058956916099772990.56756756756756750.267665234613376501060.55263157894736850.11652655260028670.0352154195011337930110.67741935483870960.199339613808540430.14867346938775516990.56756756756756750.2676652346133765011100.61764705882352940.28604932310763070.0153061224489795916140.750.33600644362733940.10863945578231295990.56756756756756750.26766523461337650320.428571428571428550.03080413082453663201980.60.127126429520903720.07492063492063493440.446808510638297850.04586139227456724502190.63636363636363640.176079588685652460.07619047619047621440.446808510638297850.0458613922745672450990.56756756756756750.26766523461337650990.56756756756756750.26766523461337650",1,"rezinkin",0
