"","name","genre","year","numOfSegments","numOfActs","numOfSpeakers","yearWritten","yearPremiered","yearPrinted","size","averageClustering","density","averagePathLength","averageDegree","diameter","maxDegree","nodes","numConnectedComponents","maxDegreeIds","wikipediaLinkCount"
"109","pushkin-boris-godunov","",1831,22,0,79,1825,1866,1831,79,0.893639587343495,0.106134371957157,3.0266147354755,8.27848101265823,6,29,"220.367924528301886770.004011212880196977035290.41052631578947370.33126443425557140.13496899925471365550.3083003952569170.079628199427047960220.376811594202898560.025363040022000436016130.36966824644549760.13379646128372340.06570175855890148770.24683544303797470.00010402411883279787010100.35616438356164380.13062311732534730770.24683544303797470.000104024118832797870770.3083003952569170.0012430683556657843028250.428571428571428550.0081750289423229320.4998334998334998410100.359447004608294930.1637676901900728011100.3120.00143866412348373630.00299700299700299710100.367924528301886770.156783856867657080440.30468750.00089535877681570820770.376811594202898560.0066012786173861290770.24683544303797470.00010402411883279787010100.359447004608294930.16376769019007280550.30588235294117650.00093556443086966980440.32773109243697480.028762810674290814010100.359447004608294930.16376769019007280770.3083003952569170.00124306835566578430550.30588235294117650.0009355644308696698010100.367924528301886770.156783856867657080440.30468750.00089535877681570820440.32773109243697480.028762810674290814010100.35616438356164380.1306231173253473010100.367924528301886770.156783856867657080440.30468750.0008953587768157082010100.35616438356164380.1306231173253473010100.35616438356164380.13062311732534730430.29657794676806080.05918976820634658010100.359447004608294930.16376769019007280770.24683544303797470.00010402411883279787010100.35616438356164380.1306231173253473016150.44318181818181820.189957950425945460.2094239094239096550.30588235294117650.00093556443086966980770.376811594202898560.0066012786173861290550.3083003952569170.079628199427047960550.34361233480176210.060980861074228015140.37864077669902910.176037568781228340.020080712937855776220.29323308270676690.0281996154757941380770.376811594202898560.006601278617386129010100.367924528301886770.156783856867657080770.24683544303797470.00010402411883279787010100.359447004608294930.16376769019007280870.376811594202898560.006601278617386129010100.359447004608294930.16376769019007280770.376811594202898560.006601278617386129026260.475609756097560950.280351945333020550.369925312782455510100.35616438356164380.13062311732534730220.271777003484320550.0113897391973707680550.30588235294117650.0009355644308696698010100.359447004608294930.1637676901900728023210.391959798994974850.289438395672189650.0324960753532182125230.395939086294416260.29430004080156670.05931132359703788770.24683544303797470.000104024118832797870770.3083003952569170.00124306835566578430550.30588235294117650.0009355644308696698010100.367924528301886770.156783856867657080770.3083003952569170.00124306835566578430770.3083003952569170.0012430683556657843010100.367924528301886770.156783856867657080440.32773109243697480.0287628106742908140110.301158301158301170.00064167368917359070220.29323308270676690.0281996154757941380660.345132743362831840.061330849147008340.02564102564102564770.3083003952569170.0012430683556657843010100.367924528301886770.156783856867657080550.34361233480176210.0609808610742280770.376811594202898560.0066012786173861290880.31836734693877550.00069898655218449190.165501165501165510100.35616438356164380.13062311732534730440.32773109243697480.028762810674290814010100.367924528301886770.156783856867657080220.271777003484320550.0113897391973707680770.24683544303797470.00010402411883279787010100.35616438356164380.1306231173253473012110.48750.042949755444147380.49337329337329344110.257425742574257430.0048113420574928410",1,"tsar_boris",12
"110","pushkin-kamenniy-gost","",1839,10,0,11,1830,1872,1839,11,0.860606060606061,0.454545454545455,1.83636363636364,4.54545454545455,3,6,"730.476190476190476160.070340589677443850550.52631578947368420.382741934629754370550.52631578947368420.38274193462975430860.71428571428571430.41745806147212190.22222222222222224530.476190476190476160.070340589677443850550.52631578947368420.382741934629754370550.52631578947368420.382741934629754370860.71428571428571430.41745806147212190.22222222222222224220.454545454545454530.05676467554886259501360.71428571428571430.21459288824128020.5555555555555556740.50.079523874032422560.022222222222222223",1,"DonGuan|Laura|DonKarlos",6
"111","pushkin-mocart-i-saleri","",1831,2,0,2,1830,1832,1831,2,0,1,1,1,1,1,"2110.707106781186547602110.70710678118654760",1,"Saleri|Mocart",7
"112","pushkin-pir-vo-vremja-chumy","",1832,2,0,7,1830,NA,1832,7,0.885714285714286,0.714285714285714,1.28571428571429,4.28571428571429,2,6,"440.750.37275562448778630330.66666666666666660.266823457143600707610.46945192441507550.2440.750.37275562448778630440.750.372755624487786307610.46945192441507550.2330.66666666666666660.26682345714360070",1,"Predsedatel|Mnogie",4
"113","pushkin-rusalka","",1837,6,0,18,1832,NA,1837,18,0.834391534391534,0.372549019607843,1.84967320261438,6.33333333333333,4,14,"15140.850.375922236194039970.5735294117647058330.51515151515151510.0588774642063974940.11764705882352941550.56666666666666670.092138478340126590220.39534883720930230.0132327574057307350880.58620689655172410.318316660452881870880.58620689655172410.318316660452881870880.58620689655172410.318316660452881870880.58620689655172410.318316660452881870220.39534883720930230.0132327574057307350110.34693877551020410.0071969767857562260880.58620689655172410.318316660452881870880.58620689655172410.318316660452881870880.58620689655172410.318316660452881870550.56666666666666670.092138478340126590550.56666666666666670.092138478340126590770.60714285714285710.095021230730516630.22058823529411764880.58620689655172410.318316660452881870760.60714285714285710.098551539280103750.044117647058823525",1,"Knjaz",1
"114","pushkin-skupoj-rytsar","",1836,3,0,5,1830,NA,1836,5,0.866666666666667,0.6,1.4,2.4,2,4,"4410.61541288268599960.6666666666666666220.66666666666666660.39410245616594050220.66666666666666660.39410245616594050220.66666666666666660.39410245616594050220.66666666666666660.39410245616594050",1,"Alber",3
"115","pushkin-stseny-iz-rytsarskih-vremen","",1837,14,0,23,1835,NA,1837,23,0.799893825980782,0.426877470355731,1.62055335968379,9.39130434782609,3,21,"990.61111111111111120.196414291445384780320.51162790697674420.030992429486887803016130.68750.251671205760290950.0231601731601731630180.84615384615384610.328426544101933950.0803030303030303990.62857142857142860.19660396892793475018150.75862068965517240.292807933283128430.04199134199134198990.61111111111111120.19641429144538478014100.64705882352941180.197909099334967170.09090909090909091990.61111111111111120.196414291445384780990.62857142857142860.196603968927934750990.61111111111111120.196414291445384780870.57894736842105270.15225954260950130990.62857142857142860.196603968927934750320.51162790697674420.0309924294868878030110.50.0283713057750647130770.57894736842105270.1522595426095013016130.70967741935483870.251847132366384730.027272727272727264770.57894736842105270.15225954260950130990.61111111111111120.19641429144538478028180.84615384615384610.328426544101933950.080303030303030333210.95652173913043480.335472415957427160.33571428571428563990.62857142857142860.196603968927934750110.40.0167376218415136970",1,"Frants",0
"116","rostopchina-neludimka","",1850,32,5,13,1849,NA,1850,13,0.76045066045066,0.41025641025641,1.62820512820513,4.92307692307692,3,11,"1560.66666666666666660.32479544596903340.02020202020202021160.66666666666666660.299904620794023140.06818181818181818540.60.253811910339270360440.57142857142857140.198935614681887103390.80.399564011144562360.25757575757575757440.57142857142857140.198935614681887101140.60.24494600732443142031110.92307692307692310.476229461872339050.3863636363636363950.6315789473684210.297267144126302230.0101010101010101320.54545454545454540.14840359672292580740.60.244946007324431420440.57142857142857140.19893561468188710110.461538461538461560.067706274780856030",1,"valentin",0
"117","saltykov-shchedrin-smert-pazuhina","comedy",1857,34,4,15,NA,1889,1857,15,0.833419913419913,0.552380952380952,1.47619047619048,7.73333333333333,3,12,"940.560.101546750106524903690.73684210526315790.292963909077835760.0384615384615384650110.82352941176470580.33633705008927470.0699633699633699850110.82352941176470580.33928318434154180.0626373626373626430100.77777777777777780.31433700189883830.0534798534798534932110.82352941176470580.316658328050230250.1263736263736263445100.77777777777777780.325368032172499650.024175824175824182780.70.281994891161060630.0036630036630036631160.63636363636363640.2153488639931272501350.58333333333333340.136207939313451850.007326007326007326660.63636363636363640.21228014384918106044120.8750.33803142087123290.1633699633699634430.50.107371102909753960940.560.10154675010652490660.63636363636363640.212280143849181060",1,"prokofij_ivanych",1
"118","shakhovskoy-ne-lubo-ne-slushai","comedy",1818,16,0,6,NA,1818,1818,6,1,1,1,5,1,5,"15510.4082482904638631022510.4082482904638631014510.4082482904638631020510.408248290463863108510.4082482904638631017510.40824829046386310",1,"several characters",0
"119","shakhovskoy-pustodomy","comedy",1819,36,5,12,NA,1819,1820,12,0.891269841269842,0.787878787878788,1.22727272727273,8.66666666666667,3,10,"54100.91666666666666660.32314008802149670.02173669467787114236100.91666666666666660.31265970850876850.0570664629488158852190.84615384615384610.28626971771375660.04171122994652405648100.91666666666666660.323140088021496630.02173669467787114229100.91666666666666660.323140088021496630.0217366946778711421360.64705882352941180.2060042882116138044100.91666666666666660.32314008802149670.021736694677871142330.550.099711140293816502980.78571428571428570.27643869572645802080.78571428571428570.2676592028729720.0081996434937611436100.91666666666666660.31265970850876850.05706646294881588529100.91666666666666660.32314008802149670.021736694677871142",1,"several characters",0
"120","shakhovskoy-svoya-semya","comedy",1818,25,3,8,NA,1818,1818,8,1,1,1,7,1,7,"23710.35355339059327373017710.35355339059327373049710.35355339059327373023710.35355339059327373023710.35355339059327373042710.35355339059327373029710.35355339059327373040710.353553390593273730",1,"several characters",0
"121","shakhovskoy-urok-koketkam","comedy",1815,35,5,11,NA,1815,1815,11,0.981818181818182,0.981818181818182,1.01818181818182,9.81818181818182,2,10,"391010.306049625157710840.00246913580246913581690.90909090909090910.28018087235518260391010.306049625157710840.0024691358024691358341010.306049625157710840.0024691358024691358621010.306049625157710840.0024691358024691358391010.306049625157710840.0024691358024691358361010.306049625157710840.0024691358024691358471010.306049625157710840.0024691358024691358311010.306049625157710840.00246913580246913581890.90909090909090910.28018087235518260591010.306049625157710840.0024691358024691358",1,"several characters",0
"122","sukhovo-kobylin-delo","drama",1861,45,5,20,1861,NA,1861,20,0.824218028703323,0.389473684210526,1.67368421052632,7.4,3,17,"1160.593750.181579580625574580.0011695906432748538660.57575757575757580.12020150594559730.02135895293790031343110.70370370370370370.240640935822988120.11378446115288217770.593750.242044554937794701780.61290322580645160.25944004548175330.008576998050682262560.57575757575757580.125685415799870030.00790866054023948552170.90476190476190480.40102367944593760.4034809245335561780.61290322580645160.25944004548175330.0085769980506822638130.760.361814296792799860.12057922584238374220.51351351351351350.0603890378909045401560.593750.181579580625574580.00116959064327485382290.63333333333333330.28268139485221930.016374269005847952360.57575757575757580.125685415799870030.0079086605402394852290.63333333333333330.28268139485221930.01637426900584795550.487179487179487170.1675390341016346201570.61290322580645160.223840693903662240.0133667502088554711850.55882352941176470.113204833036596690.0067390698969646331270.593750.242044554937794701550.4750.084047165996878390.0011695906432748538550.57575757575757580.158338231255108540",1,"Tarelkin",3
"123","sukhovo-kobylin-smert-tarelkina","comedy",1869,41,3,24,NA,1900,1869,24,0.847226112667289,0.311594202898551,1.84057971014493,7.16666666666667,3,17,"770.50.180074019038670370770.58974358974358980.2254139510279757027100.63888888888888880.28045236616833980.0384716732542819433160.76666666666666670.40207268862267430.3340579710144928770.58974358974358980.225413951027975701390.62162162162162160.24620197328103460.07272727272727271770.50.180074019038670370770.58974358974358980.22541395102797570770.50.180074019038670370770.50.180074019038670370440.47916666666666670.095218721450430020770.50.180074019038670370770.58974358974358980.22541395102797570770.50.180074019038670370530.469387755102040840.07447505340905320220.460.06238223887434862026100.63888888888888880.182110640482754550.09169960474308302440.47916666666666670.0962395069709622901680.60526315789473680.187173284005835130.0431488801054018450170.79310344827586210.354373896877488940.33326745718050066440.47916666666666670.095218721450430020750.489361702127659560.103997376466769250.0026350461133069825430.469387755102040840.09499307647892780.0009881422924901185770.58974358974358980.22541395102797570",1,"Raspljuev",3
"124","sukhovo-kobylin-svadba-krechinskogo","comedy",1856,40,3,11,1854,NA,1856,11,0.775974025974026,0.6,1.41818181818182,6,3,9,"320.52631578947368420.1051614276897782504890.90909090909090910.38089181325447970.13111111111111114890.90909090909090910.37443441667398850.23111111111111113980.83333333333333340.367730322422883340.031111111111111114660.71428571428571430.3080047211933666401740.6250.2132702783877970660.71428571428571430.308004721193366640110.50.0535661544193845704180.83333333333333340.35419990134216270.086666666666666682050.66666666666666660.263941768322109403580.83333333333333340.36773032242288330.031111111111111114",1,"Muromskij|Krechinskij",4
"125","sumarokov-artistona","tragedy",1750,29,5,11,NA,1750,NA,11,0.606926406926407,0.381818181818182,1.8,3.81818181818182,3,7,"220.50.149988839254266480820.476190476190476160.173912965052184320940.55555555555555560.3398413288134242701470.76923076923076930.45234601041805460.285185185185185261460.71428571428571430.418782677934226130.140740740740740752360.6250.39885064792629460.092592592592592591460.71428571428571430.315320705395095930.41481481481481486320.476190476190476160.173912965052184320110.434782608695652160.0644251375439385801450.66666666666666660.39333669130518420.04444444444444444410.434782608695652160.064425137543938580",1,"gikarn",0
"126","sumarokov-dimitrij-samozvanets","tragedy",1771,36,5,6,1770,1771,1771,6,0.766666666666667,0.733333333333333,1.26666666666667,3.66666666666667,2,5,"29510.4622721363174140.42440.83333333333333340.439683174315447202140.83333333333333340.43968317431544720310.55555555555555560.1141021335475489702740.83333333333333340.439683174315447201440.83333333333333340.43968317431544720",1,"Dimitrij",0
"127","sumarokov-horev","tragedy",1747,27,5,12,1747,1750,1747,12,0.779545454545455,0.378787878787879,1.62121212121212,4.16666666666667,2,11,"330.57894736842105270.160274169747432720440.61111111111111120.30596859532845390181110.51146937507613210.6545454545454544630.57894736842105270.2297913159788767301040.61111111111111120.2912944110673270.00606060606060606530.57894736842105270.160274169747432720110.52380952380952380.098526258691770580330.57894736842105270.160274169747432720640.61111111111111120.30596859532845390220.550.1718767966622589701360.68750.39013330224936350.03636363636363636960.68750.380778878110347440.04848484848484848",1,"kij",0
"128","sumarokov-semira","tragedy",1751,39,5,10,1751,1751,1768,10,0.685476190476191,0.4,1.68888888888889,3.6,3,8,"1460.750.44793035752834620.15277777777777776330.56250.280274257377845170330.56250.280274257377845170620.52941176470588240.217313325605606040110.428571428571428550.0799692625082822401740.64285714285714290.340688078694899870.0416666666666666642780.90.51944761392623970.41666666666666663220.56250.196658833865819560220.52941176470588240.1932219757039708401750.69230769230769230.355987769824105240.25",1,"semira",0
"129","sumarokov-sinav-i-truvor","tragedy",1750,26,5,6,NA,1750,1751,6,0.805555555555555,0.666666666666667,1.33333333333333,3.33333333333333,2,5,"220.6250.272321143990950101540.83333333333333340.45952436404452030.11340.83333333333333340.45952436404452040.1930.71428571428571430.40022923579254105021510.51881949229649960.30000000000000004220.6250.27232114399095010",1,"ilmena",0
"130","tolstoy-smert-ioanna-groznogo","tragedy",1866,53,5,70,1866,1867,1866,70,0.819952670907102,0.137474120082816,2.17596566523605,9.48571428571429,4,30,"220.413533834586466140.0188750368300270450.02301790281329923313130.474137931034482760.19448012704702860550.395683453237410050.0163555524925616540750.44354838709677420.046065427703575590.001123072366678504769290.67901234567901240.2929186899588450.11582447047600498980.462184873949579860.093976732884026750.003299604866101029360240.6321839080459770.28074235156848240.0342554906493525360210.60439560439560440.25696461849838830.0249438878115348832240.61797752808988760.16910151847373820.2388470568457781540.43650793650793650.057584989958794990430.40740740740740740.0276132858249153980.000984451751715179440.59090909090909093.8609047786696916E-70440.384615384615384640.0281968041441263630990.76470588235294110.0000021902151543161620320.410447761194029870.0250460043590338130990.40740740740740740.02318385469881055013130.474137931034482760.19448012704702860440.59090909090909093.8609047786696916E-70990.76470588235294110.000002190215154316162036190.58510638297872340.248182177864974320.0133769635687794321180.47008547008547010.061904162802352460.004113011881554081990.76470588235294110.0000021902151543161620440.59090909090909093.8609047786696916E-7023170.58510638297872340.156911668248776610.056534395792707824990.76470588235294110.0000021902151543161620131310.00000234357748243379330.01534526854219948921130.474137931034482760.19448012704702860990.76470588235294110.0000021902151543161620220.38732394366197180.0125783941666664440990.40740740740740740.023183854698810550990.76470588235294110.0000021902151543161620990.40740740740740740.023183854698810550430.42968750.03210932435982232084300.67901234567901240.296315590962226370.10784927928470132990.40740740740740740.023183854698810550550.395683453237410050.0163555524925616540660.44354838709677420.08209824650264831021130.474137931034482760.19448012704702860990.40740740740740740.023183854698810550990.40740740740740740.02318385469881055021130.474137931034482760.19448012704702860550.395683453237410050.016355552492561654014120.41666666666666670.0261429080313841760.002983802216538789110.348101265822784830.0110334956428131770440.447154471544715440.065336145712466330880.5140186915887850.1126138645537508016130.41984732824427480.0269014548188345020.005328218243819267870.45833333333333330.103591080191088020.0003457421615989391550.43650793650793650.04705779414820437029170.58510638297872340.174508789315910680.03075957917709836550.454545454545454530.074303486446990570870.50458715596330270.109849146154240550870.447154471544715440.088345059010405990.0001562944018186985110.348101265822784830.011033495642813177051220.61797752808988760.26154449576318730.0385187631351314113130.474137931034482760.19448012704702860550.43650793650793650.04705779414820437037180.50925925925925930.227040300750536630.006706281546434998521130.474137931034482760.19448012704702860990.76470588235294110.000002190215154316162048200.52884615384615390.171935120822064020.0735591046492581440.59090909090909093.8609047786696916E-7031140.56701030927835050.167551930452465330.01968916514952319220.37414965986394560.0118414500600873340990.76470588235294110.0000021902151543161620430.42968750.032109324359822320990.76470588235294110.0000021902151543161620220.392857142857142850.021785740872597590110.294117647058823540.00121125648665301130990.40740740740740740.023183854698810550",2,"boris_godunov",3
"131","tolstoy-tsar-boris","tragedy",1870,14,5,102,1870,1881,1870,102,0.959723397097254,0.205591147350029,1.97139885595424,20.7647058823529,3,58,"141416.102453244716861E-12021210.469945355191256850.004548042509374864015150.54777070063694270.011095651624993869070480.69354838709677420.0157355560059433650.10996039603960382141416.102453244716861E-120141416.102453244716861E-120330.396313364055299540.00046665000155604310660.50588235294117640.007035744105830451015150.54777070063694270.011095651624993869021210.469945355191256850.004548042509374864032320.51190476190476190.173541844706279730660.50887573964497050.007482104871019249041230.57718120805369130.0122752101871455320.013135313531353129330.42156862745098040.0013471582141160550550.425742574257425730.0020733863572766190141416.102453244716861E-120550.425742574257425730.00186016275655849470770.52121212121212120.00817726999184693032320.51190476190476190.17354184470627973021210.469945355191256850.004548042509374864032320.51190476190476190.17354184470627973021210.469945355191256850.004548042509374863032320.51190476190476190.173541844706279730660.50588235294117640.0070357441058304510141416.102453244716861E-12032320.51190476190476190.17354184470627973032320.51190476190476190.17354184470627973032320.51190476190476190.17354184470627973072460.68253968253968260.0151514033953059470.0913927392739273332320.51190476190476190.173541844706279730550.425742574257425730.00186016275655849470141416.102453244716861E-12032320.51190476190476190.173541844706279730141416.102453244716861E-12015150.54777070063694270.011095651624993869032320.51190476190476190.17354184470627973032320.51190476190476190.17354184470627973021210.469945355191256850.0045480425093748640141416.102453244716861E-12021210.469945355191256850.0045480425093748640141416.102453244716861E-12032320.51190476190476190.173541844706279730330.396313364055299540.00046665000155604310440.42364532019704430.0010282557656469853032320.51190476190476190.17354184470627973021210.469945355191256850.004548042509374863059390.64661654135338340.0145754559688166080.0468052805280528836320.61428571428571430.0134366750907336380.02895049504950493832320.51190476190476190.173541844706279730660.50887573964497050.007482104871019249032320.51190476190476190.173541844706279730141416.102453244716861E-12032320.51190476190476190.173541844706279730141416.102453244716861E-120141416.102453244716861E-12032320.51190476190476190.173541844706279730141416.102453244716861E-12032320.51190476190476190.17354184470627973021210.469945355191256850.0045480425093748640440.50292397660818710.006844006793673912032320.51190476190476190.17354184470627973032320.51190476190476190.17354184470627973021210.469945355191256850.004548042509374864032320.51190476190476190.17354184470627973021210.469945355191256850.0045480425093748630660.50588235294117640.007035744105830451021210.469945355191256850.004548042509374864015150.54777070063694270.0110956516249938690660.50588235294117640.007035744105830451032320.51190476190476190.17354184470627973070580.75438596491228070.18158480458458880.3599471947194719518100.53086419753086420.0086928859202723310.002079207920792076715150.54777070063694270.011095651624993869032320.51190476190476190.17354184470627973015150.54777070063694270.0110956516249938690660.50588235294117640.007035744105830451021210.469945355191256850.004548042509374864015150.54777070063694270.0110956516249938690141416.102453244716861E-12015150.54777070063694270.011095651624993869021210.469945355191256850.004548042509374864048380.64179104477611940.0140171641907272160.08753135313531346330.396313364055299540.0004666500015560431021210.469945355191256850.004548042509374863032320.51190476190476190.173541844706279730220.415458937198067650.0009104312140618615015150.54777070063694270.011095651624993869032320.51190476190476190.17354184470627973021210.469945355191256850.004548042509374864032320.51190476190476190.173541844706279730440.42364532019704430.00102825576564698530141416.102453244716861E-12032320.51190476190476190.17354184470627973032320.51190476190476190.17354184470627973021210.469945355191256850.004548042509374864032320.51190476190476190.173541844706279730440.42364532019704430.0010282557656469853021210.469945355191256850.004548042509374864032320.51190476190476190.173541844706279730440.50292397660818710.006844006793673912032320.51190476190476190.17354184470627973032320.51190476190476190.173541844706279730",2,"vasilij_shujskij",3
"132","tolstoy-tsar-fedor-ioannovich","tragedy",1868,11,5,78,1868,1890,1868,78,0.893335357905073,0.355311355311355,1.67199467199467,27.3589743589744,3,67,"19190.57037037037037040.039727391943309410.00401637097711009134340.63114754098360660.15525210895551372011110.53472222222222220.029354901273701660660.51333333333333330.0204063457546795920660.51333333333333330.014150566089067791045310.62601626016260160.066206037139885110.005913768701124099624230.58778625954198470.0456951973175520540.00630320136157521413130.53472222222222220.019047732825810227045310.62601626016260160.066206037139885110.0059137687011240996440.43016759776536310.0075668383358133490770.52380952380952380.018351720315972896034340.63114754098360660.15525210895551372021210.57894736842105270.05581496781392354034340.63114754098360660.15525210895551372021210.57894736842105270.05581496781392354013130.53472222222222220.019047732825810227034280.61111111111111120.06268961982368810.003786928022232191534340.63114754098360660.15525210895551372034340.63114754098360660.15525210895551372034340.63114754098360660.155252108955513720660.52027027027027030.01418583832412658034340.63114754098360660.15525210895551372034340.63114754098360660.15525210895551372034340.63114754098360660.15525210895551372013130.53472222222222220.019047732825810227034340.63114754098360660.15525210895551372034340.63114754098360660.15525210895551372053390.66956521739130440.072027194974109920.03641570816033029634340.63114754098360660.15525210895551372034340.63114754098360660.155252108955513720770.52380952380952380.018351720315972896034340.63114754098360660.15525210895551372034340.63114754098360660.15525210895551372027210.57894736842105270.041347926671669610.007215770422189143330.4254143646408840.005297252023873016034340.63114754098360660.15525210895551372034340.63114754098360660.15525210895551372034340.63114754098360660.15525210895551372021210.57894736842105270.05581496781392354034340.63114754098360660.15525210895551372021210.57894736842105270.05581496781392354034340.63114754098360660.15525210895551372034340.63114754098360660.15525210895551372045310.62601626016260160.066206037139885110.005913768701124099621210.57894736842105270.05581496781392354034340.63114754098360660.15525210895551372034340.63114754098360660.155252108955513720660.52027027027027030.01418583832412658030260.60156250.052547434889646420.01302286583927113557400.67543859649122810.072258950791576040.033694422226241798670.88505747126436780.197856171273304240.1343306755632325534340.63114754098360660.15525210895551372034340.63114754098360660.15525210895551372019170.56204379562043790.0391902542059022340.001543082686281592834340.63114754098360660.15525210895551372013130.53472222222222220.019047732825810227013130.52027027027027030.026671663043087143086640.85555555555555550.196511917049911140.0997336935978298153380.66379310344827590.070695241871014770.0256825323301548234240.59230769230769230.0491740457177203550.00902232875836481334340.63114754098360660.15525210895551372034280.61111111111111120.06268961982368810.003786928022232191521210.57894736842105270.05581496781392354013130.53472222222222220.019047732825810227034340.63114754098360660.15525210895551372032260.60156250.061826056437838020.001810606308262326460420.68750.073544436342009470.046104703375641361550.77777777777777780.189049311130004670.04906203246514255513130.53472222222222220.019047732825810227072580.80208333333333340.192257089770031480.0605711859781586613130.52027027027027030.026671663043087143013130.52027027027027030.0266716630430871430770.52380952380952380.018351720315972896053490.73333333333333330.17107029160440610.100334320713097913130.53472222222222220.019047732825810227021210.57894736842105270.05581496781392354034340.63114754098360660.15525210895551372055510.74757281553398060.184603606356050.03550007939960091",1,"ivan_petrovich_shujskij",4
"133","tolstoy-vlast-tmy","drama",1887,100,5,24,1886,1888,1887,24,0.725433362933363,0.246376811594203,2.11231884057971,5.66666666666667,4,14,"970.54761904761904770.243006124633534240.014999493260362828330.425925925925925930.107747074544130640320.328571428571428570.0117756600667633760220.418181818181818150.04571165019996186059140.67647058823529420.34230284529526440.3188203101246579576120.65714285714285710.340777623668374550.18459511502989764320.328571428571428570.0117756600667633760110.3593750.023339939419979566081130.65714285714285710.360305230134273240.1516266342353298841100.60526315789473680.33197649048786870.020796594709638187330.460.1061135892146685033100.63888888888888880.29846990252835870.14047836221749263060.53488372093023250.236164665741412402360.51111111111111110.219178136580089440.0043782304651869865220.418181818181818150.045711650199961860330.418181818181818150.081339938066717440980.56097560975609760.24879560929178420.050065876152832665220.43396226415094340.079298790881671920330.418181818181818150.08133993806671744036110.60526315789473680.330809590904701130.064305259957433861170.54761904761904770.198117566357159080.09736495388669301750.469387755102040840.088179423264383020.1660079051383399330.450980392156862750.085697282809501580110.41071428571428570.0403264685813025240",1,"matrena",6
"134","tolstoy-zhivoy-trup","drama",1900,83,6,40,1900,1911,1911,40,0.684941182006399,0.121794871794872,2.38846153846154,4.75,5,23,"110.41489361702127660.0627830949028412401960.41489361702127660.13968267563219150.02262708052181736220.342105263157894750.044446571884564260220.336206896551724140.0235523646720976340860.48750.216935835386879660.00863697705802969220.336206896551724140.023552364672097634033120.57352941176470580.28010829780833720.1468575284364758330.423913043478260860.095970866838734010430.39795918367346940.104116121297328390650.44318181818181820.111819380408317470.0221194010667694938150.6093750.35877644521465090.232163742690058321160.50.184700898303913290.0539650408071460641970.419354838709677440.145362836156261220.058974358974358971270.453488372093023230.136485297166763970.04975901291690765540.438202247191011250.107956000261452720.0007872244714349978550.438202247191011250.17488733778499020330.433333333333333350.10576591275655670.0015744489428699952530.34821428571428570.06799263990940490320.342105263157894750.044446571884564260320.3196721311475410.032964455695775210330.423913043478260860.095970866838734010440.406250.12926439266260320110.297709923664122130.0192983005192894560220.423913043478260860.098006376500771080650.49367088607594940.153854487501431820.09986504723346828950.48750.154015314299609680.016579911316753418650.438202247191011250.17488733778499020330.40206185567010310.091449872129928790220.390.084817820778038930330.428571428571428550.091960050402466560110.41489361702127660.06278309490284124020100.51315789473684210.26531959595503090.0613520981942034241230.69642857142857140.472913860011100360.5752650857914016420.390.084817820778038930320.36111111111111110.042640281905321960.00256410256410256371670.50649350649350640.195107618737223650.08862540967804126660.44318181818181820.187283006318534530.0030364372469635631040.433333333333333350.123417583014437070.00839277681382945220.37864077669902910.05648530120287626601040.433333333333333350.123417583014437070.00839277681382945",1,"fedja",7
"135","tretyakov-protivogazy","",1923,3,3,48,NA,1924,1923,48,0.917146558765856,0.523936170212766,1.47606382978723,24.625,2,47,"16160.60256410256410250.06811714681064777032280.71212121212121220.111957203983701010.022697238007136248584710.222068090005817430.0886084313466367926260.69117647058823530.1675175490916117026260.69117647058823530.1675175490916117016160.60256410256410250.07463423790240126016160.60256410256410250.06811714681064777032280.71212121212121220.1119572039837010.02269723800713624826260.69117647058823530.1675175490916117016160.60256410256410250.06811714681064777026260.69117647058823530.1675175490916117026260.69117647058823530.1675175490916117026260.69117647058823530.1675175490916117042380.83928571428571430.198829826093185530.04351129906171534416160.60256410256410250.06811714681064777016160.60256410256410250.07463423790240126026260.69117647058823530.1675175490916117026260.69117647058823530.1675175490916117026260.69117647058823530.1675175490916117016160.60256410256410250.06811714681064777016160.60256410256410250.06811714681064777016160.60256410256410250.06811714681064777026260.69117647058823530.1675175490916117016160.60256410256410250.06811714681064777026260.69117647058823530.16751754909161170584710.222068090005817430.0886084313466367926260.69117647058823530.1675175490916117016160.60256410256410250.07463423790240126026260.69117647058823530.1675175490916117016160.60256410256410250.07463423790240126016160.60256410256410250.07463423790240126026260.69117647058823530.1675175490916117016160.60256410256410250.07463423790240126016160.60256410256410250.07463423790240126026260.69117647058823530.1675175490916117042380.83928571428571430.198829826093185530.043511299061715344584710.222068090005817430.0886084313466367926260.69117647058823530.1675175490916117026260.69117647058823530.1675175490916117016160.60256410256410250.07463423790240126042370.82456140350877190.198502327229079620.0328399629972247926260.69117647058823530.1675175490916117016160.60256410256410250.06811714681064777016160.60256410256410250.07463423790240126016160.60256410256410250.06811714681064777042370.82456140350877190.198502327229079680.0328399629972247926260.69117647058823530.1675175490916117042370.82456140350877190.198502327229079620.03283996299722479",1,"sekretarsha|direktor|egorych",1
