"","Element","Value.30_SRIC_EX","Value.30_Max","Value.50_SRIC_EX","Value.50_Max","Value.70_SRIC_EX","Value.70_Max"
"1","Luka","0.346153846153846","0.326923076923077","0.5","0.5","0.33710407239819","0.346153846153846"
"3","Popova","0.346153846153846","0.326923076923077","0.5","0.5","0.33710407239819","0.346153846153846"
"5","Smirnov","0.307692307692308","0.346153846153846","0","0","0.32579185520362","0.307692307692308"
