"","Element","Value.30_SRIC_EX","Value.30_Max","Value.50_SRIC_EX","Value.50_Max","Value.70_SRIC_EX","Value.70_Max"
"1","Knjaginja","0.5","0.5","0.5","0.5","0.5","0.5"
"3","Knjaz","0.5","0.5","0.5","0.5","0.5","0.5"
"5","Baron","0","0","0","0","0","0"
