"","Element","Value.30_SRIC_EX","Value.30_Max","Value.50_SRIC_EX","Value.50_Max","Value.70_SRIC_EX","Value.70_Max"
"1","aleksej","0.0359625866184828","0.104668733427697","0.0259475179788657","0.0828612687650389","0.0293021455706014","0.0748914218225838"
"3","iharev","0.327976582646489","0.198434473790008","0.294562831948212","0.222191187780675","0.277274475788561","0.23059909010454"
"5","gavrjushka","0.00379448220676893","0.0297560852409468","0.00113085646068331","0.0262249083002994","0.00299786537337323","0.0249726582002399"
"7","uteshitelnyj","0.10833231834251","0.152070067614759","0.176901238467724","0.150379537531838","0.161267604552605","0.14240782939071"
"9","mihail_aleksandrovich_glov","0.0169635234507576","0.0481227997246931","0.00972867200402848","0.049397490703212","0.0151797963505547","0.0506412679473388"
"11","krugel","0.177539733243793","0.181984678308492","0.198217048254231","0.169395391219791","0.210919007988272","0.171212347439676"
"13","shvohnev","0.300750677562046","0.186608919772937","0.27026947149301","0.211801229440099","0.275820841645394","0.218422540580986"
"15","aleksandr_mihalych_glov","0.0267684128356526","0.0746435679091748","0.0225168499004011","0.0669685519537774","0.0261418436354034","0.0681336462314373"
"17","zamuhryshkin","0.00191168309349996","0.0237106742112922","0.000725513492843876","0.0207804343052692","0.00109641909523496","0.0187191982824882"
