"","Element","Value.30_SRIC_EX","Value.30_Max","Value.50_SRIC_EX","Value.50_Max","Value.70_SRIC_EX","Value.70_Max"
"1","proletov","0.5","0.25","0.5","0.25","0.5","0.4"
"3","lakej","0.25","0.375","0.25","0.375","0.25","0.3"
"5","burdjukov","0.25","0.375","0.25","0.375","0.25","0.3"
